YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
2024,6,25,13,699.95,40.12,31.8,0.97
2024,6,25,14,490.25,40.3,30.96,1.32
2024,6,25,15,280.38,40.07,30.98,1.81
2024,6,25,16,223.68,39.37,31.86,2.26
2024,6,25,17,57.2,38.3,33.94,2.65
2024,6,25,18,15.0,36.52,42.11,2.22
2024,6,25,19,0.0,35.01,47.95,2.45
2024,6,25,20,0.0,34.21,49.82,2.8
2024,6,25,21,0.0,33.51,52.35,2.87
2024,6,25,22,0.0,32.89,54.86,2.78
2024,6,25,23,0.0,32.34,57.38,2.57
2024,6,26,0,0.0,31.83,59.9,2.29
2024,6,26,1,0.0,31.35,62.58,2.01
2024,6,26,2,0.0,30.88,65.44,1.71
2024,6,26,3,0.0,30.45,68.21,1.44
2024,6,26,4,0.0,30.09,70.5,1.34
2024,6,26,5,18.6,29.96,69.82,1.82
2024,6,26,6,124.22,31.07,63.53,2.31
2024,6,26,7,278.77,33.36,52.08,2.61
2024,6,26,8,500.92,34.84,47.67,2.71
2024,6,26,9,680.95,36.04,45.17,2.95
2024,6,26,10,731.45,37.1,43.16,3.24
2024,6,26,11,729.1,37.88,41.71,3.4
2024,6,26,12,562.65,38.3,41.08,3.41
2024,6,26,13,288.73,38.43,41.01,3.35
2024,6,26,14,367.3,38.16,41.73,3.43
2024,6,26,15,216.82,37.61,42.96,3.73
2024,6,26,16,111.45,36.68,45.33,4.03
2024,6,26,17,29.48,35.47,49.36,4.19
2024,6,26,18,11.1,33.67,58.95,3.38
2024,6,26,19,0.0,32.4,65.35,3.59
2024,6,26,20,0.0,31.58,69.4,3.94
2024,6,26,21,0.0,30.86,73.61,4.03
2024,6,26,22,0.0,30.27,76.9,3.85
2024,6,26,23,0.0,29.8,79.04,3.51
2024,6,27,0,0.0,29.42,80.0,3.16
2024,6,27,1,0.0,29.06,81.28,2.64
2024,6,27,2,0.0,28.78,82.26,2.21
2024,6,27,3,0.0,28.55,83.07,2.05
2024,6,27,4,0.0,28.35,83.8,2.27
2024,6,27,5,19.0,28.31,83.75,2.94
2024,6,27,6,114.88,28.94,78.93,3.84
2024,6,27,7,248.52,29.96,71.04,4.7
2024,6,27,8,396.35,30.97,64.47,5.27
2024,6,27,9,504.25,31.85,59.81,5.4
2024,6,27,10,589.5,32.61,56.25,5.18
2024,6,27,11,664.7,33.39,53.12,4.88
2024,6,27,12,703.75,33.96,50.85,4.59
2024,6,27,13,730.92,34.27,49.61,4.43
2024,6,27,14,709.12,34.31,49.3,4.38
2024,6,27,15,510.3,33.88,50.89,4.09
2024,6,27,16,279.08,33.0,54.6,3.44
2024,6,27,17,138.38,31.7,61.32,2.53
2024,6,27,18,22.42,30.36,70.27,1.67
2024,6,27,19,0.0,29.3,77.18,1.34
2024,6,27,20,0.0,28.46,81.99,1.82
2024,6,27,21,0.0,27.84,85.54,2.43
2024,6,27,22,0.0,27.5,87.52,2.27
2024,6,27,23,0.0,27.41,87.43,1.42
2024,6,28,0,0.0,27.29,87.7,0.93
2024,6,28,1,0.0,27.04,89.61,0.82
2024,6,28,2,0.0,27.03,89.23,0.44
2024,6,28,3,0.0,27.04,88.88,0.81
2024,6,28,4,0.0,26.9,90.46,0.87
2024,6,28,5,12.82,27.01,88.69,0.66
2024,6,28,6,64.0,27.5,83.93,0.59
2024,6,28,7,155.27,28.24,77.4,0.55
2024,6,28,8,264.33,29.08,71.41,0.14
2024,6,28,9,378.58,29.94,67.98,0.63
2024,6,28,10,476.02,30.77,65.59,1.18
2024,6,28,11,548.67,31.59,63.05,1.53
2024,6,28,12,672.5,32.14,61.01,1.73
2024,6,28,13,640.88,32.34,59.94,1.76
2024,6,28,14,603.85,32.44,59.1,1.43
2024,6,28,15,514.72,32.37,58.91,0.93
2024,6,28,16,319.1,32.08,59.68,1.06
2024,6,28,17,143.77,31.57,61.63,1.74
2024,6,28,18,22.35,30.62,67.57,1.83
2024,6,28,19,0.0,29.85,71.58,1.88
2024,6,28,20,0.0,29.49,72.6,1.95
2024,6,28,21,0.0,29.18,73.89,1.82
2024,6,28,22,0.0,28.89,75.36,1.61
2024,6,28,23,0.0,28.65,76.89,1.47
2024,6,29,0,0.0,28.41,78.41,1.43
2024,6,29,1,0.0,28.23,79.48,1.52
2024,6,29,2,0.0,27.97,80.6,1.91
2024,6,29,3,0.0,27.63,82.43,2.24
2024,6,29,4,0.0,27.33,84.51,2.2
2024,6,29,5,10.88,27.29,85.2,2.18
2024,6,29,6,73.55,28.13,80.96,2.46
2024,6,29,7,162.73,29.75,72.14,3.16
2024,6,29,8,338.33,31.22,64.3,3.66
2024,6,29,9,419.05,32.22,60.18,4.09
2024,6,29,10,491.12,33.04,57.42,4.38
2024,6,29,11,446.52,33.63,55.71,4.52
2024,6,29,12,408.15,33.91,55.08,4.53
2024,6,29,13,335.35,33.99,54.94,4.46
2024,6,29,14,261.23,33.82,55.36,4.17
2024,6,29,15,275.15,32.99,57.95,3.82
2024,6,29,16,200.38,32.12,61.08,3.62
2024,6,29,17,65.72,31.25,64.93,3.38
2024,6,29,18,16.45,30.15,70.98,2.92
2024,6,29,19,0.0,29.38,74.54,2.96
2024,6,29,20,0.0,28.95,76.45,2.99
2024,6,29,21,0.0,28.58,78.52,2.93
2024,6,29,22,0.0,28.21,80.93,2.89
2024,6,29,23,0.0,27.89,83.24,2.95
2024,6,30,0,0.0,27.61,85.27,3.11
2024,6,30,1,0.0,27.4,86.89,3.2
2024,6,30,2,0.0,27.24,88.25,3.28
2024,6,30,3,0.0,27.08,89.44,3.52
2024,6,30,4,0.0,26.93,90.32,3.95
2024,6,30,5,21.83,27.05,89.63,4.43
2024,6,30,6,132.88,28.28,82.1,5.93
2024,6,30,7,311.95,30.1,72.16,6.35
2024,6,30,8,494.88,31.82,63.85,5.38
2024,6,30,9,615.85,33.34,57.77,4.26
2024,6,30,10,775.03,34.56,53.55,3.38
2024,6,30,11,725.75,35.57,50.18,2.87
2024,6,30,12,675.42,36.34,47.64,2.76
2024,6,30,13,501.55,36.71,46.31,2.9
2024,6,30,14,336.62,36.58,46.53,2.92
2024,6,30,15,183.1,36.16,47.66,2.86
2024,6,30,16,102.12,35.33,49.93,2.91
2024,6,30,17,46.85,34.34,53.48,3.0
2024,6,30,18,13.77,32.93,60.75,2.7
2024,6,30,19,0.0,31.8,65.8,3.24
2024,6,30,20,0.0,31.04,68.51,3.99
2024,6,30,21,0.0,30.45,71.26,4.37
2024,6,30,22,0.0,29.98,73.44,4.38
2024,6,30,23,0.0,29.65,74.75,4.43
2024,7,1,0,0.0,29.37,75.63,4.68
2024,7,1,1,0.0,29.14,76.18,4.93
2024,7,1,2,0.0,28.79,77.64,4.78
2024,7,1,3,0.0,28.29,80.26,4.51
2024,7,1,4,0.0,27.77,83.23,4.43
2024,7,1,5,17.65,27.56,84.81,4.85
2024,7,1,6,97.9,28.25,81.5,5.86
2024,7,1,7,214.0,29.64,74.76,5.93
2024,7,1,8,312.2,31.23,67.81,5.28
2024,7,1,9,451.67,32.81,61.89,4.62
2024,7,1,10,624.3,33.97,58.09,4.13
2024,7,1,11,595.0,34.77,55.53,4.0
2024,7,1,12,482.95,35.61,52.23,4.27
2024,7,1,13,467.08,35.94,50.62,4.65
2024,7,1,14,540.17,35.79,50.6,4.89
2024,7,1,15,415.58,35.37,51.56,5.19
2024,7,1,16,278.05,34.64,53.63,5.34
2024,7,1,17,144.57,33.67,57.33,4.64
2024,7,1,18,24.38,32.26,65.56,2.71
2024,7,1,19,0.0,31.34,71.26,1.91
2024,7,1,20,0.0,30.86,72.93,1.82
2024,7,1,21,0.0,30.42,73.29,2.26
2024,7,1,22,0.0,29.99,73.53,3.3
2024,7,1,23,0.0,29.48,74.47,4.49
2024,7,2,0,0.0,28.89,75.39,5.4
2024,7,2,1,0.0,28.34,75.87,5.82
2024,7,2,2,0.0,27.86,76.9,5.6
2024,7,2,3,0.0,27.67,76.52,5.99
2024,7,2,4,0.0,27.44,77.52,5.9
2024,7,2,5,18.25,27.35,79.09,5.47
2024,7,2,6,118.65,28.2,75.97,5.6
2024,7,2,7,264.8,29.98,67.73,5.48
2024,7,2,8,421.65,32.14,58.79,4.9
2024,7,2,9,514.78,34.21,51.81,4.0
2024,7,2,10,580.25,35.89,46.85,3.3
2024,7,2,11,645.47,37.19,43.41,2.84
2024,7,2,12,649.1,38.07,41.24,2.44
2024,7,2,13,646.65,38.32,40.55,1.98
2024,7,2,14,505.55,37.85,41.35,1.93
2024,7,2,15,403.15,37.23,42.55,2.51
2024,7,2,16,263.48,36.51,44.23,3.28
2024,7,2,17,121.85,35.56,46.87,3.91
2024,7,2,18,23.38,34.08,52.71,3.75
2024,7,2,19,0.0,32.87,57.03,3.92
2024,7,2,20,0.0,32.05,59.64,4.17
2024,7,2,21,0.0,31.27,62.53,4.08
2024,7,2,22,0.0,30.57,65.22,3.88
2024,7,2,23,0.0,29.99,67.53,3.68
2024,7,3,0,0.0,29.47,69.7,3.84
2024,7,3,1,0.0,29.01,71.66,4.66
2024,7,3,2,0.0,28.57,73.8,5.32
2024,7,3,3,0.0,28.16,76.05,5.58
2024,7,3,4,0.0,27.78,78.01,5.69
2024,7,3,5,17.02,27.75,78.0,5.93
2024,7,3,6,85.97,28.88,72.06,7.35
2024,7,3,7,208.25,30.94,63.65,7.07
2024,7,3,8,403.08,33.2,55.83,6.43
2024,7,3,9,580.65,34.89,51.11,5.72
2024,7,3,10,762.12,35.66,49.72,4.68
2024,7,3,11,808.4,35.68,50.91,3.56
2024,7,3,12,741.05,35.41,52.95,2.78
2024,7,3,13,637.08,35.15,55.32,2.27
2024,7,3,14,546.83,35.03,56.92,1.78
2024,7,3,15,386.17,34.98,56.68,1.26
2024,7,3,16,245.8,34.62,57.37,1.09
2024,7,3,17,88.4,33.82,60.42,1.59
2024,7,3,18,13.1,32.28,73.32,1.79
2024,7,3,19,0.0,31.29,76.78,2.06
2024,7,3,20,0.0,30.76,75.92,2.35
2024,7,3,21,0.0,30.31,74.66,2.85
2024,7,3,22,0.0,29.89,74.63,3.37
2024,7,3,23,0.0,29.42,76.41,3.5
2024,7,4,0,0.0,29.02,78.43,3.48
2024,7,4,1,0.0,28.66,80.17,3.26
2024,7,4,2,0.0,28.25,82.28,2.88
2024,7,4,3,0.0,27.86,84.62,2.76
2024,7,4,4,0.0,27.51,86.44,2.92
2024,7,4,5,7.85,27.42,86.53,3.29
2024,7,4,6,23.38,27.94,83.68,3.64
2024,7,4,7,78.75,28.82,78.28,4.37
2024,7,4,8,141.23,29.31,75.47,4.69
2024,7,4,9,308.75,29.72,72.84,4.57
2024,7,4,10,332.65,30.08,71.28,4.25
2024,7,4,11,297.38,30.15,71.44,4.1
2024,7,4,12,123.25,30.04,72.46,4.14
2024,7,4,13,137.25,29.92,73.67,4.16
2024,7,4,14,136.73,29.97,74.17,3.99
2024,7,4,15,226.15,30.02,74.95,3.77
2024,7,4,16,157.1,29.85,76.76,3.48
2024,7,4,17,63.4,29.34,80.57,2.89
2024,7,4,18,13.02,28.55,86.6,2.21
2024,7,4,19,0.0,28.1,89.02,2.02
2024,7,4,20,0.0,27.91,89.32,1.99
2024,7,4,21,0.0,27.75,89.47,2.09
2024,7,4,22,0.0,27.57,89.49,2.44
2024,7,4,23,0.0,27.31,89.8,3.0
2024,7,5,0,0.0,27.0,90.56,3.62
2024,7,5,1,0.0,26.75,90.94,4.32
2024,7,5,2,0.0,26.58,91.52,4.36
2024,7,5,3,0.0,26.51,92.14,3.81
2024,7,5,4,0.0,26.51,92.43,3.42
2024,7,5,5,7.72,26.59,92.58,2.95
2024,7,5,6,18.83,26.97,91.06,2.75
2024,7,5,7,45.88,27.61,87.54,2.42
2024,7,5,8,95.18,28.37,82.88,2.04
2024,7,5,9,130.0,29.26,78.09,1.63
2024,7,5,10,147.9,30.13,74.02,1.48
2024,7,5,11,299.62,30.68,71.91,1.72
2024,7,5,12,189.18,31.02,70.96,2.22
2024,7,5,13,308.02,31.05,71.39,2.52
2024,7,5,14,68.43,30.88,72.67,2.03
2024,7,5,15,64.72,30.73,73.16,1.07
2024,7,5,16,63.9,30.58,73.54,0.45
2024,7,5,17,21.48,30.2,76.69,0.98
2024,7,5,18,8.55,29.26,84.63,1.39
2024,7,5,19,0.0,28.42,89.09,1.76
2024,7,5,20,0.0,28.08,89.26,2.05
2024,7,5,21,0.0,27.85,89.77,2.2
2024,7,5,22,0.0,27.65,90.32,2.34
2024,7,5,23,0.0,27.49,90.64,2.69
2024,7,6,0,0.0,27.3,90.79,3.34
2024,7,6,1,0.0,27.08,90.69,4.15
2024,7,6,2,0.0,26.9,90.37,4.49
2024,7,6,3,0.0,26.77,89.8,4.54
2024,7,6,4,0.0,26.64,89.36,4.41
2024,7,6,5,10.65,26.71,88.26,4.32
2024,7,6,6,77.25,27.61,83.48,4.71
2024,7,6,7,179.65,29.24,75.64,4.89
2024,7,6,8,261.35,31.0,68.17,5.15
2024,7,6,9,308.05,32.64,62.22,5.25
2024,7,6,10,476.52,33.97,57.95,5.31
2024,7,6,11,697.88,34.79,55.51,5.35
2024,7,6,12,575.0,35.27,53.91,5.41
2024,7,6,13,572.95,35.38,53.25,5.41
2024,7,6,14,518.05,35.2,53.08,5.31
2024,7,6,15,381.65,34.77,53.74,5.05
2024,7,6,16,251.5,33.85,57.12,4.22
2024,7,6,17,114.57,32.8,62.89,3.1
2024,7,6,18,20.88,31.6,71.67,2.07
2024,7,6,19,0.0,30.97,75.14,1.93
2024,7,6,20,0.0,30.47,76.96,2.08
2024,7,6,21,0.0,29.88,78.89,2.21
2024,7,6,22,0.0,29.32,79.95,2.38
2024,7,6,23,0.0,28.8,81.1,2.35
2024,7,7,0,0.0,28.38,82.15,2.28
2024,7,7,1,0.0,28.03,82.98,2.26
2024,7,7,2,0.0,27.65,84.0,2.27
2024,7,7,3,0.0,27.26,85.14,2.4
2024,7,7,4,0.0,26.89,86.65,2.42
2024,7,7,5,14.4,26.83,87.21,2.52
2024,7,7,6,101.62,27.6,83.22,2.87
2024,7,7,7,232.2,29.45,73.45,3.87
2024,7,7,8,349.95,30.94,66.46,3.86
2024,7,7,9,512.55,32.36,60.35,3.56
2024,7,7,10,573.08,33.76,54.79,3.5
2024,7,7,11,569.08,34.8,50.77,3.52
2024,7,7,12,559.65,35.57,48.07,3.52
2024,7,7,13,513.22,36.02,46.46,3.6
2024,7,7,14,449.92,36.11,45.74,3.58
2024,7,7,15,332.9,35.76,46.23,3.38
2024,7,7,16,200.7,34.78,49.01,3.22
2024,7,7,17,90.85,33.39,55.43,3.13
2024,7,7,18,16.9,31.4,66.84,3.01
2024,7,7,19,0.0,29.95,73.28,3.74
2024,7,7,20,0.0,29.07,77.31,4.59
2024,7,7,21,0.0,28.4,81.23,4.71
2024,7,7,22,0.0,27.92,83.42,4.68
2024,7,7,23,0.0,27.59,84.15,4.87
2024,7,8,0,0.0,27.2,85.99,4.63
2024,7,8,1,0.0,26.89,87.88,4.19
2024,7,8,2,0.0,26.61,89.68,3.45
2024,7,8,3,0.0,26.38,91.26,2.7
2024,7,8,4,0.0,26.14,92.8,2.21
2024,7,8,5,10.7,26.13,92.57,2.41
2024,7,8,6,72.4,27.05,87.53,2.55
2024,7,8,7,187.07,29.17,74.76,2.14
2024,7,8,8,335.08,31.16,64.73,1.32
2024,7,8,9,511.1,32.53,60.03,1.24
2024,7,8,10,629.08,33.61,57.1,1.98
2024,7,8,11,800.12,34.37,55.1,2.6
2024,7,8,12,751.8,34.91,53.71,3.01
2024,7,8,13,605.62,35.17,53.02,3.26
2024,7,8,14,425.35,35.06,53.32,3.33
2024,7,8,15,239.07,34.5,55.23,3.27
2024,7,8,16,119.05,33.6,58.33,3.36
2024,7,8,17,52.3,32.25,65.34,3.18
2024,7,8,18,13.5,30.64,74.6,2.92
2024,7,8,19,0.0,29.48,81.17,2.96
2024,7,8,20,0.0,28.79,84.78,3.13
2024,7,8,21,0.0,28.17,88.48,3.06
2024,7,8,22,0.0,27.68,91.17,3.13
2024,7,8,23,0.0,27.3,92.39,3.31
2024,7,9,0,0.0,26.94,92.94,3.39
2024,7,9,1,0.0,26.61,93.18,3.16
2024,7,9,2,0.0,26.33,93.27,2.65
2024,7,9,3,0.0,26.13,93.37,2.06
2024,7,9,4,0.0,25.97,93.53,1.79
2024,7,9,5,17.9,25.92,92.98,2.42
2024,7,9,6,96.95,26.22,89.83,3.18
2024,7,9,7,202.7,27.08,82.12,3.26
2024,7,9,8,368.98,28.81,71.91,3.18
2024,7,9,9,553.95,31.07,61.44,3.44
2024,7,9,10,738.12,32.82,55.21,3.71
2024,7,9,11,847.6,33.88,52.57,3.94
2024,7,9,12,849.2,34.44,51.59,4.17
2024,7,9,13,776.85,34.64,51.62,4.24
2024,7,9,14,609.3,34.48,52.67,3.92
2024,7,9,15,445.62,34.08,54.43,3.38
2024,7,9,16,286.1,33.5,56.42,2.95
2024,7,9,17,132.43,32.48,61.19,2.53
2024,7,9,18,24.75,30.99,70.69,2.11
2024,7,9,19,0.0,29.67,79.13,2.0
2024,7,9,20,0.0,29.08,81.43,2.11
2024,7,9,21,0.0,28.62,83.39,2.15
2024,7,9,22,0.0,28.24,85.2,2.1
2024,7,9,23,0.0,27.92,86.93,1.97
2024,7,10,0,0.0,27.66,88.33,1.83
2024,7,10,1,0.0,27.42,89.7,1.67
2024,7,10,2,0.0,27.23,90.73,1.57
2024,7,10,3,0.0,27.03,91.9,1.5
2024,7,10,4,0.0,26.84,93.06,1.44
2024,7,10,5,17.67,27.07,92.17,1.66
2024,7,10,6,123.93,28.11,86.99,1.93
2024,7,10,7,294.42,30.31,75.61,2.04
2024,7,10,8,475.62,32.28,67.31,2.08
2024,7,10,9,592.22,33.77,61.36,1.89
2024,7,10,10,712.53,34.97,56.41,1.7
2024,7,10,11,729.2,35.93,52.34,1.64
2024,7,10,12,675.7,36.26,50.04,1.59
2024,7,10,13,555.1,36.39,48.68,1.45
2024,7,10,14,420.27,36.2,48.51,1.25
2024,7,10,15,369.15,35.91,48.79,1.12
2024,7,10,16,226.7,35.28,50.11,1.21
2024,7,10,17,75.5,34.41,54.36,1.48
2024,7,10,18,16.15,32.87,63.51,1.76
2024,7,10,19,0.0,31.31,71.29,2.18
2024,7,10,20,0.0,30.55,72.09,2.85
2024,7,10,21,0.0,30.02,73.06,3.6
2024,7,10,22,0.0,29.51,75.37,3.95
2024,7,10,23,0.0,29.02,78.18,3.97
2024,7,11,0,0.0,28.63,80.43,3.92
2024,7,11,1,0.0,28.35,81.87,3.93
2024,7,11,2,0.0,28.15,82.69,3.92
2024,7,11,3,0.0,27.96,83.22,4.05
2024,7,11,4,0.0,27.85,82.22,5.09
2024,7,11,5,16.15,27.81,80.91,6.5
2024,7,11,6,110.53,28.13,80.31,6.61
2024,7,11,7,285.85,29.03,76.77,6.88
2024,7,11,8,494.02,30.35,71.55,7.14
2024,7,11,9,659.33,31.7,67.01,6.78
2024,7,11,10,700.95,32.9,63.53,6.14
2024,7,11,11,843.08,33.62,61.67,5.49
2024,7,11,12,812.78,34.03,60.67,5.06
2024,7,11,13,802.88,34.16,60.46,4.84
2024,7,11,14,659.92,34.0,61.46,4.76
2024,7,11,15,486.62,33.73,63.31,4.68
2024,7,11,16,303.33,33.09,67.5,4.25
2024,7,11,17,140.3,32.04,74.47,3.6
2024,7,11,18,22.73,30.7,81.45,3.14
2024,7,11,19,0.0,29.94,83.4,3.31
2024,7,11,20,0.0,29.55,83.84,3.54
2024,7,11,21,0.0,29.1,84.59,3.78
2024,7,11,22,0.0,28.6,85.47,4.1
2024,7,11,23,0.0,28.09,86.26,4.48
2024,7,12,0,0.0,27.57,87.1,4.89
2024,7,12,1,0.0,27.1,87.93,5.09
2024,7,12,2,0.0,26.7,88.78,5.05
2024,7,12,3,0.0,26.42,89.49,4.79
2024,7,12,4,0.0,26.32,89.14,5.45
2024,7,12,5,12.05,26.39,89.08,5.52
2024,7,12,6,105.45,27.36,85.99,5.86
2024,7,12,7,294.62,28.98,80.0,6.08
2024,7,12,8,449.62,30.7,73.69,6.43
2024,7,12,9,638.22,32.24,67.94,6.45
2024,7,12,10,778.28,33.41,63.53,5.99
2024,7,12,11,840.7,34.31,60.26,5.08
2024,7,12,12,852.62,34.65,58.75,4.07
2024,7,12,13,758.22,34.79,57.71,3.31
2024,7,12,14,660.47,34.67,57.29,2.64
2024,7,12,15,431.15,34.57,57.46,1.89
2024,7,12,16,290.38,34.45,56.89,1.21
2024,7,12,17,128.2,33.85,59.46,0.49
2024,7,12,18,26.4,32.98,63.02,0.5
2024,7,12,19,0.0,31.44,76.67,1.32
2024,7,12,20,0.0,30.35,81.14,1.96
2024,7,12,21,0.0,29.47,82.58,2.47
2024,7,12,22,0.0,28.74,83.82,2.96
2024,7,12,23,0.0,28.13,86.15,3.34
2024,7,13,0,0.0,27.59,88.86,3.47
2024,7,13,1,0.0,27.13,91.62,2.96
2024,7,13,2,0.0,26.83,93.82,2.04
2024,7,13,3,0.0,26.71,94.61,1.64
2024,7,13,4,0.0,26.67,94.28,1.96
2024,7,13,5,12.73,26.84,92.48,2.95
2024,7,13,6,80.55,27.44,89.07,4.25
2024,7,13,7,208.93,28.28,83.99,5.42
2024,7,13,8,326.83,29.39,78.12,6.05
2024,7,13,9,562.75,30.62,72.44,5.79
2024,7,13,10,661.3,32.25,65.49,5.65
2024,7,13,11,721.0,33.74,59.0,5.56
2024,7,13,12,602.97,34.48,54.78,5.34
2024,7,13,13,447.45,34.85,52.3,5.03
2024,7,13,14,403.05,34.86,51.52,4.52
2024,7,13,15,375.52,34.48,51.81,4.09
2024,7,13,16,250.48,33.54,54.8,3.59
2024,7,13,17,116.0,32.34,61.12,2.75
2024,7,13,18,22.08,30.87,70.98,1.88
2024,7,13,19,0.0,29.96,77.72,1.21
2024,7,13,20,0.0,29.69,78.38,0.63
2024,7,13,21,0.0,29.48,77.77,0.07
2024,7,13,22,0.0,29.17,78.48,0.44
2024,7,13,23,0.0,28.68,81.33,0.84
2024,7,14,0,0.0,28.19,84.5,1.12
2024,7,14,1,0.0,27.82,86.27,1.23
2024,7,14,2,0.0,27.59,87.06,1.23
2024,7,14,3,0.0,27.39,87.52,1.22
2024,7,14,4,0.0,27.25,87.44,1.2
2024,7,14,5,13.73,27.51,86.65,1.18
2024,7,14,6,91.97,29.37,74.86,1.57
2024,7,14,7,219.25,31.7,61.77,1.87
2024,7,14,8,327.8,33.06,56.1,1.77
2024,7,14,9,466.27,33.84,53.11,1.49
2024,7,14,10,619.4,34.66,50.35,1.2
2024,7,14,11,637.92,35.37,47.84,0.83
2024,7,14,12,599.9,35.89,45.8,0.52
2024,7,14,13,611.3,36.17,44.34,0.41
2024,7,14,14,510.88,36.17,43.54,0.37
2024,7,14,15,428.4,36.04,43.27,0.48
2024,7,14,16,285.48,35.67,44.18,0.63
2024,7,14,17,150.73,35.08,46.69,0.68
2024,7,14,18,25.58,33.82,54.19,0.76
2024,7,14,19,0.0,32.29,65.23,1.22
2024,7,14,20,0.0,30.95,71.77,1.86
2024,7,14,21,0.0,29.9,74.18,2.28
2024,7,14,22,0.0,29.15,76.26,2.47
2024,7,14,23,0.0,28.56,78.78,2.46
2024,7,15,0,0.0,28.08,81.42,2.3
2024,7,15,1,0.0,27.63,84.05,2.1
2024,7,15,2,0.0,27.31,86.12,1.8
2024,7,15,3,0.0,27.05,87.84,1.45
2024,7,15,4,0.0,26.92,88.2,1.13
2024,7,15,5,14.3,27.05,87.18,1.23
2024,7,15,6,114.03,27.94,82.23,2.36
2024,7,15,7,274.75,30.08,71.45,2.92
2024,7,15,8,401.12,31.45,65.61,3.32
2024,7,15,9,662.05,32.12,64.33,3.69
2024,7,15,10,812.75,32.7,62.67,4.06
2024,7,15,11,803.83,33.2,61.17,4.23
2024,7,15,12,720.75,33.56,60.11,4.22
2024,7,15,13,700.92,33.73,59.54,4.11
2024,7,15,14,548.4,33.76,59.34,4.03
2024,7,15,15,368.52,33.54,60.0,3.89
2024,7,15,16,231.32,33.05,61.37,3.72
2024,7,15,17,121.28,31.96,67.25,3.19
2024,7,15,18,22.9,30.4,77.1,2.58
2024,7,15,19,0.0,29.35,82.74,2.37
2024,7,15,20,0.0,28.84,84.47,2.44
2024,7,15,21,0.0,28.38,86.29,2.41
2024,7,15,22,0.0,27.99,87.87,2.3
2024,7,15,23,0.0,27.64,89.25,2.13
2024,7,16,0,0.0,27.33,90.35,1.95
2024,7,16,1,0.0,27.06,90.98,1.9
2024,7,16,2,0.0,26.78,91.47,2.0
2024,7,16,3,0.0,26.56,91.61,2.25
2024,7,16,4,0.0,26.37,91.73,2.68
2024,7,16,5,14.7,26.38,91.18,3.46
2024,7,16,6,93.1,27.15,88.08,4.09
2024,7,16,7,224.23,29.07,78.08,4.52
2024,7,16,8,374.2,30.57,70.41,4.83
2024,7,16,9,510.58,31.75,65.48,4.57
2024,7,16,10,701.55,32.86,61.79,4.34
2024,7,16,11,846.8,33.68,59.5,4.35
2024,7,16,12,787.2,34.25,58.05,4.47
2024,7,16,13,772.6,34.59,57.03,4.63
2024,7,16,14,683.72,34.62,56.87,4.73
2024,7,16,15,539.45,34.38,57.67,4.69
2024,7,16,16,355.95,33.75,59.51,4.58
2024,7,16,17,168.3,32.56,65.3,4.0
2024,7,16,18,25.73,30.7,76.07,2.88
2024,7,16,19,0.0,29.51,81.66,2.57
2024,7,16,20,0.0,28.96,83.7,2.6
2024,7,16,21,0.0,28.53,85.24,2.7
2024,7,16,22,0.0,28.18,86.27,2.9
2024,7,16,23,0.0,27.81,87.42,3.05
2024,7,17,0,0.0,27.44,88.56,3.15
2024,7,17,1,0.0,27.11,89.55,3.29
2024,7,17,2,0.0,26.73,91.01,3.5
2024,7,17,3,0.0,26.4,92.45,3.72
2024,7,17,4,0.0,26.14,94.05,3.64
2024,7,17,5,11.95,26.22,94.13,3.87
2024,7,17,6,126.05,27.43,88.83,4.39
2024,7,17,7,318.9,29.38,79.64,4.87
2024,7,17,8,523.03,31.28,70.24,4.89
2024,7,17,9,670.88,32.61,64.6,4.59
2024,7,17,10,838.47,33.65,60.87,4.53
2024,7,17,11,931.25,34.41,58.13,4.55
2024,7,17,12,861.45,34.94,56.09,4.55
2024,7,17,13,751.12,35.31,54.58,4.44
2024,7,17,14,604.47,35.27,54.4,4.2
2024,7,17,15,439.8,35.04,54.79,3.96
2024,7,17,16,292.05,34.47,56.22,3.78
2024,7,17,17,150.32,33.27,61.93,3.16
2024,7,17,18,24.73,31.65,72.06,2.29
2024,7,17,19,0.0,30.56,78.28,1.95
2024,7,17,20,0.0,30.0,80.5,1.96
2024,7,17,21,0.0,29.39,82.44,2.14
2024,7,17,22,0.0,28.81,84.27,2.37
2024,7,17,23,0.0,28.27,86.35,2.47
2024,7,18,0,0.0,27.75,88.71,2.37
2024,7,18,1,0.0,27.35,90.52,2.28
2024,7,18,2,0.0,27.03,92.28,1.84
2024,7,18,3,0.0,26.79,93.66,1.38
2024,7,18,4,0.0,26.61,94.54,1.21
2024,7,18,5,15.6,26.83,93.53,1.56
2024,7,18,6,120.72,28.16,86.69,1.96
2024,7,18,7,298.3,30.48,74.87,1.6
2024,7,18,8,475.17,32.36,67.12,1.26
2024,7,18,9,651.9,33.68,62.53,1.32
2024,7,18,10,703.97,34.55,59.51,1.6
2024,7,18,11,773.0,35.24,56.86,1.9
2024,7,18,12,709.17,35.66,54.98,2.17
2024,7,18,13,240.62,35.86,53.92,2.48
2024,7,18,14,67.95,35.47,55.37,2.59
2024,7,18,15,99.72,34.99,57.31,2.64
2024,7,18,16,123.28,34.27,59.89,2.73
2024,7,18,17,63.25,33.24,65.2,2.58
2024,7,18,18,16.7,31.83,72.96,2.3
